completed_trading_date,sigma_i_t,source_window_start,source_window_end,source_window_rows,method_status
2011-04-24,0.029577240754035963,2011-04-04,2011-04-24,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-25,0.036014905469274806,2011-04-04,2011-04-25,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-25,0.03060505965105658,2011-04-05,2011-04-25,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-26,0.04273887830509046,2011-04-05,2011-04-26,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-26,0.03100523705262659,2011-04-06,2011-04-26,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-27,0.03162304228854938,2011-04-06,2011-04-27,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-27,0.02932792492647054,2011-04-07,2011-04-27,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-28,0.032836310160530686,2011-04-07,2011-04-28,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-28,0.030558809569395676,2011-04-08,2011-04-28,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-29,0.032303548660369934,2011-04-08,2011-04-29,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-04-29,0.02973791832716843,2011-04-10,2011-04-29,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-05-01,0.031916789460502096,2011-04-10,2011-05-01,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
2011-05-01,0.027891632281161004,2011-04-11,2011-05-01,34,STRATEGY_3_STYLE_EWMA32_PERCENT_RETURN_SIGMA_ANNUALIZED_256
